index,tvname,uid,content,likeCount
12369,第5集,1766646633,同学家的，可以不给钱吗？,0
12370,第5集,1078690677,耙耳朵大联盟,0
12371,第5集,2261074595,哈哈哈哈在  笑开了花,1
12372,第5集,1258120363,啥时候给自家娘子挑一件,59
12373,第5集,1572010923,遭了，爱上了爱上了,138
12374,第5集,1766038589,不送我我可就要吃醋啦,2
12375,第5集,1641037920,我的心乱了,73
12376,第5集,1580407665,这叫贵夫圈,37
12377,第5集,1468926245,老婆不高兴了,4
12378,第5集,2001840730,她不想他离开了,15
12379,第5集,1456831360,老凡尔赛了,161
12380,第5集,1383421553,你让我的内心荡漾,6
12381,第5集,1708757533,她慌了 她慌了,40
12382,第5集,1228620662,宋轶演的有点过了吧,0
12383,第5集,1428815163175503,你都不人家买一件的？？？？,0
12384,第5集,1752042598,哈哈哈哈笑死我,18
12385,第5集,1610554162,二叔怎么老演坏人啊,18
12386,第5集,1205697487,贵客光临,0
12387,第5集,535503505989708,我很快哦,0
12388,第5集,1710827234,纺织机要上线了吗，要开启工业革命了吗,13
12389,第5集,1374257042,沈淼好美，我来了,0
12390,第5集,1603374653,快快快蒸汽机,301
12391,第5集,1284315535,这个掌柜感觉喜欢小姐，，以后会反,22
12392,第5集,1698313969,你们古代有快递吗,10
12393,第5集,1318534492,是不是快递要来了,2092
12394,第5集,1596329640,我总感觉这个掌柜是个叛徒,298
12395,第5集,1506491156668224,这孩子啊，打小就聪明,9
12396,第5集,1223885696,男人有潜力  则有魅力,19
12397,第5集,1760966346,咋感觉席掌柜有点问题,16
12398,第5集,2419996701,果然是个反派,2377
12399,第5集,1609451007,快递要出来了,62
12400,第5集,1536184043971840,贵客光临,1
12401,第5集,1623456550,工业革命快快快,3
12402,第5集,1643548067,这都是知识点啊,251
12403,第5集,1411649345,这个不像好人,45
12404,第5集,2443710196,又下套了，还是套中套,276
12405,第5集,1817009742,这家伙看着不像个好人呐,45
12406,第5集,1788188168,席掌柜是林更新  本新啊,1
12407,第5集,1702657712,有特写必有故事,10
12408,第5集,1243687354,老席乌氏那边的吧？,2
12409,第5集,2417715617,这个掌柜绝逼有问题,242
12410,第5集,356501013137446,234热热热热热,0
12411,第5集,1189597326,这个掌柜有黑化的趋势啊,17
12412,第5集,1235899265,姓席的后面要黑化,0
12413,第5集,1023150617,剧情发展还是很快的,16
12414,第5集,2244847842,席掌柜要黑化了,8
12415,第5集,1199230394,这个掌柜最后肯定叛变了,142
12416,第5集,918730519348486,苏宁毅购来啦！！！,228
12417,第5集,1633492725,高定走一波~~,4
12418,第5集,578891500496639,要黑化了,0
12419,第5集,1152171561,这个掌柜有问题,315
12420,第5集,1368594466,瓦特：？？？我人没了,130
12421,第5集,1036301870,掌柜要黑化了,63
12422,第5集,1737369541,不能慢，爽剧就是怎么爽怎么来,22
12423,第5集,1430847219,珍妮纺织机？！？,412
12424,第5集,1707702340,第一次工业革命发生在我们家,100
12425,第5集,1781090919,看到我脸了吗，像不像吉吉国王,8
12426,第5集,2430280058,好家伙，工业革命啊,528
12427,第5集,1680105008,哈哈哈哈，纺纱机不是珍妮发明的哈哈哈，是我,18
12428,第5集,1188350339,工业革命啊,75
12429,第5集,1470371421,好家伙，工业革命,240
12430,第5集,1840736902,好家伙，直接用科技了,476
12431,第5集,1316858892,这在现代也是人才啊,348
12432,第5集,716100438336820,我去，高科技,2399
12433,第5集,2673158182,这掌柜不是好人啊,6
12434,第5集,2512404007,珍妮机可还行,39
12435,第5集,2119365597,卧槽  蒸汽机都有了,712
12436,第5集,1310207429,高科技呀。,475
12437,第5集,2259877326,谁看了不说一声，秀儿,649
12438,第5集,1530422681004032,第一次工业革命,569
12439,第5集,42792463,工业时代早了一千年,1054
12440,第5集,1775756704,老婆什么时候圆房,56
12441,第5集,2512290148,改天一起打高尔夫,146
12442,第5集,2442649915,这个项目我王多鱼投了,859
12443,第5集,1589246998,这台叫檀儿纺纱机,1297
12444,第5集,1831635392,哈格里夫斯的珍妮手摇纺纱机,955
12445,第5集,1362730688,这是妥妥的降维打击啊,865
12446,第5集,1427090877,好家伙学好数理化穿越不是问题啊,802
12447,第5集,2156896426,我还是希望顺利一点,1
12448,第5集,2199560168,蒸汽时代到来,458
12449,第5集,1755038946,好家伙，这是走捷径,165
12450,第5集,1660833184,发电机也不远了？,934
12451,第5集,1772614892,这蒸汽机出现的有点早啊,41
12452,第5集,375127481002308,这第一次工业革命啊,0
12453,第5集,1524232965,第一次工业革命开始了,44
12454,第5集,1518178552,好家伙英国要哭死,130
12455,第5集,1270763229,这玩意不叫珍妮机，叫宁毅机,76
12456,第5集,1445910812,董事长视察的感觉啊,170
12457,第5集,2322439366,好家伙直接工业革命,302
12458,第5集,1450475647,苏家进入了蒸汽时代,0
12459,第5集,2140247720,哈哈,4
12460,第5集,1419429500,易小川还发过电呢吧？,338
12461,第5集,5376476972,这是尔康的爹啊,0
12462,第5集,1649900687,第一次工业革命来了,432
12463,第5集,2373988749,好家伙这太牛了,11
12464,第5集,1435962407,降维打击 不是盖的,451
12465,第5集,1191520100,我穿过去 怕是要去讨饭,24
12466,第5集,1400046115,蒸汽机是不是儿戏了点,10
12467,第5集,1186899971,这项目，王多鱼投了,1157
12468,第5集,1479129500,瓦特棺材板压不住了,79
12469,第5集,1123842353272149,瓦特哭晕在厕所??,390
12470,第5集,1514571969863489,这是小说啊小说,8
12471,第5集,1532584928478528,饭碗都被你抢走了,6
12472,第5集,1200201483,贵客光临,3
12473,第5集,1429403310,那岂不是过几年就造出戴森球了,10
12474,第5集,1826625289,再搞个快递,15
12475,第5集,1683489109,已经进入工业时代了,1893
12476,第5集,1601392662,人家穿越过去的,19
12477,第5集,1698161226,果然还是穿越好,490
12478,第5集,1592959402,好瘦啊这就是纸片人吗,1
12479,第5集,1448793095,吉吉国王当场气死,15
12480,第5集,1773995819,第一次工业革命了,43
12481,第5集,2421565997,所以得多看电视啊,51
12482,第5集,2358193849,福伦的声音。好亲切,40
12483,第5集,902761361197176,学好数理化 穿越也不怕,322
12484,第5集,1475414831,贵客光临,2
12485,第5集,1756087389,因为有你们，所以未来的路很长,9
12486,第5集,1406962991,鲁班技术你能说什么,11
12487,第5集,1789280021,这个糟老头子,1
12488,第5集,1439888874,知识是多么重要啊,1
12489,第5集,2372879692,你快去学英语去吧,5
12490,第5集,891737119655936,喜欢郭麒麟的幽默,9
12491,第5集,1733703725,笨蛋父子俩真搞笑,847
12492,第5集,1416458509,那时候也有一个月的说法吗,7
12493,第5集,1289523981,到时候送货上门也可以了吧,8
12494,第5集,2114994927,谁钱多听谁的,240
12495,第5集,1535096981031232,我算了,2
12496,第5集,1260701187,你说个der~,1086
12497,第5集,1198969960,就说舅哥像吉吉国王,98
12498,第5集,1182651620,他酸了 他酸了,105
12499,第5集,1482747271,导弹也快来了吧,311
12500,第5集,1384889169,哈哈哈哈打脸了吧,12
12501,第5集,1762787460,真酸,169
12502,第5集,1247178704,吉吉国王不开心,409
12503,第5集,1495417594393217,闲暇之余这部喜剧不错，不错,3
12504,第5集,1604551372,工业革命厉害了,25
12505,第5集,1537632387475648,两个柠檬精，笑死了,63
12506,第5集,1533713469,可真是个老钱串子,13
12507,第5集,1454162823,快上5G快上5G,111
12508,第5集,1559396127620288,哈哈哈，怼的好,0
12509,第5集,1807652882,吉吉国王,7
12510,第5集,2045323490,半年还没有圆房吗,84
12511,第5集,1047424402,大林子，太好看了,5
12512,第5集,1440745307243815,又要说错话了,745
12513,第5集,1509395426974528,我我不酸我不酸,11
12514,第5集,1059629203200842,这个舔手大动作好熟练,21
12515,第5集,1121502569170747,学好数理化走遍天下都不怕,54
12516,第5集,1188641498,姑娘可愿与我共推牌九？,770
12517,第5集,1547193521538369,她急了她急了,19
12518,第5集,2528281596,伤害不大但侮辱性很强,903
12519,第5集,1226798287,你就这么想离开我？,309
12520,第5集,1607167589,娘子动心了你个大直男,750
12521,第5集,1457948873,掌印忽然就不香了,896
12522,第5集,1626434308,离你自由也近了一步 能开心吗,210
12523,第5集,1272812007,不开心了呢,464
12524,第5集,2290292348,掌印突然不香了,749
12525,第5集,1588528810,我又说错话了？,472
12526,第5集,2508513301,掌银突然就不香了,657
12527,第5集,1625883111,离你又远了一步……,745
12528,第5集,1338435333,怎么把字幕挡住了,0
12529,第5集,2209758612,什么都好，就是太直,555
12530,第5集,1392950625,她急了她急了,2798
12531,第5集,616520883375999,女孩的心思宁毅你别猜,1
12532,第5集,1828414595,直男癌晚期了,58
12533,第5集,744036717571044,你可长点心吧,15
12534,第5集,1496574839,她急了她急了,96
12535,第5集,1836013750,郭麒麟真可爱,13
12536,第5集,2114725377,好家伙！国粹！,156
12537,第5集,1723463427,还有麻将呢好高级呀,121
12538,第5集,1788217536,突然觉得好甜啊!!,3
12539,第5集,2293761930,前世我不是挺会撩妹的嘛,7
12540,第5集,2565916187,大林子你可长点心吧,11
12541,第5集,1513226873355072,哪儿来的麻将啊这是,316
12542,第5集,482224872891074,她急了急了急了,3
12543,第5集,1839899793,麻将是自古流传的,221
12544,第5集,1618023960,有没有人记得云烨,496
12545,第5集,1397422978762040,她急了她急了,5
12546,第5集,1518484718618625,急了急了,5
12547,第5集,1240552441,我又错了？,4
12548,第5集,752887000995008,好家伙打麻将,493
12549,第5集,421732607341389,我还得在捣乱,6
12550,第5集,1253822375,我就爱丈母娘,157
12551,第5集,1603008513,推牌九咋不叫我呢？,636
12552,第5集,439833713444127,丈母娘看女婿，越看越欢喜啊,585
12553,第5集,1762787460,自己亲儿子没错了,1094
12554,第5集,1388193571,太聪明的样子,9
12555,第5集,1366725759,离你走又快了一步,8
12556,第5集,1439204205,毕竟是我亲儿子啊,344
12557,第5集,1453979551,那可不 毕竟是你儿子,772
12558,第5集,1251401012,我喜欢上这个丈母娘了,271
12559,第5集,1629462816,丈母娘看女婿越看越顺眼,132
12560,第5集,1726923220,妈妈比闺女还漂亮,12
12561,第5集,1346916480,又开始了,6
12562,第5集,1578326544,柳姨娘心里那个美呀,1144
12563,第5集,2120720497,丈母娘爱了爱了,19
12564,第5集,895006898391063,还能给你儿子写书呢,15
12565,第5集,1607469125,妈妈太好看了吧,34
12566,第5集,2204031829,我能打十个,10
12567,第5集,1279326753,真正的名媛在这里,657
12568,第5集,1599575070,大林有旺妻像啊,1067
12569,第5集,1822734596,离离婚又近了一步,5
12570,第5集,1689650326,有二姨娘那味儿了,393
12571,第5集,1361718882,上一部是她儿子,19
12572,第5集,2402779086,不得了不得了,26
12573,第5集,1719664203,丈母娘看女婿越看越喜欢,76
12574,第5集,1698201380,这个牌叫什么来着？,2
12575,第5集,1609473751,艾玛呀，好现实，比女婿了,171
12576,第5集,898698389227730,他前世是你儿子,298
12577,第5集,1535096981031232,推牌九不带我,7
12578,第5集,2471118289,好家伙，旺妻相,0
12579,第5集,1386889158,我离分手又近了一步,305
12580,第5集,715690638051565,牛了牛了旺妻相,15
12581,第5集,1220502852,旺妻相的集合一下,529
12582,第5集,2176975792,不应该是富贵相吗,8
12583,第5集,1524261416307840,丈母娘真不错,19
12584,第5集,2022159887,郭德纲：看我长的多喜庆,445
12585,第5集,1350063264,亲妈粉，上线啦！！！！！,237
12586,第5集,1513863436,这个妈妈实在长得太漂亮了,30
12587,第5集,1133012578206999,这长得喜庆可还行,8
12588,第5集,1707461757,我长的贼眉鼠眼的真好看！,411
12589,第5集,1614154365,有鼻子有眼，多喜庆,177
12590,第5集,2072777064,爸爸的快乐我体会到了,278
12591,第5集,439396734086083,还是损我呢？,87
12592,第5集,1641324973,麻将是认真的？,4
12593,第5集,1570717540,岳母娘挺漂亮啊！,18
12594,第5集,1373495376,郭德纲听到这话可能飞起来,434
12595,第5集,2072757006,旺妻像可还行,478
12596,第5集,1672976667,麻将从唐砖来的,19
12597,第5集,2417938740,姨娘你又瘦了,7
12598,第5集,1655278163,真正的名媛圈,65
12599,第5集,1307674961,哈哈哈哈哈哈,0
12600,第5集,2340821769,这岳母也太可爱了哈哈,4
12601,第5集,2300046283,婆媳关系不错哈哈,55
12602,第5集,2344578041,泰水大人好可爱,2
12603,第5集,2465173025,第二季一定不要换人啊,18
12604,第5集,1201911196,手串还可以瘦脸，不错不错,10
12605,第5集,1608975021,郭麒麟怎么那么好,1
12606,第5集,1445030919,这个娘很漂亮,15
12607,第5集,2516226379,庆余年的麻将演得好,138
12608,第5集,1169432861,独家秘制虎虎酒上线,4
12609,第5集,2414094745,郭德纲：哎呀真好，害羞,8
12610,第5集,2517086108,丈母娘太漂亮了,9
12611,第5集,1142486345,我喜欢这丈母娘,18
12612,第5集,1769356417,健康,1
12613,第5集,2114218357,一般这么说的就是飘了,37
12614,第5集,1474744637463783,原来是大南京啊,5
12615,第5集,1710409829,我喜欢这个丈母娘,2
12616,第5集,895006898391063,我也要入赘！,30
12617,第5集,1258280416,这丈母娘长得可以啊,1
12618,第5集,18304068,那么妻管严是不是该成夫管严了？,47
12619,第5集,2252413621,没错，这段就是我自己写的,1
12620,第5集,1222793555,丈母娘看女婿越看越喜欢,60
12621,第5集,2228959922,麻将是清朝才有的吧？,3
12622,第5集,1483969824562394,给女婿下??,3
12623,第5集,2443077023,妈妈好可爱哈哈哈哈哈,30
12624,第5集,2501184014,麻将就是国粹，古代就有,289
12625,第5集,1483267589,这个妈看着真带劲啊,54
12626,第5集,2231487690,这丈母娘好看,1
12627,第5集,1277696450,骰子演的好啊,9
12628,第5集,1453431767,这就是古时代的名媛圈？,306
12629,第5集,1230020204,还是丈母娘有味道,6
12630,第5集,1431679166,丈母娘有味道，哈哈,19
12631,第5集,1468880568,叭叭,2
12632,第5集,2153420033,都是庆余年剧组的来了啊,23
12633,第5集,1308997070,串还能这么盘，涨姿势了,236
12634,第5集,1464876850,？麻将打起来啊,0
12635,第5集,1174748031,丈母娘看赘婿越看越喜欢,61
12636,第5集,1284271159379274,这丈母娘好呀,9
12637,第5集,1239993883,夫妻俩真可爱,3
12638,第5集,1413759612,柳姨娘你之前说生这么个儿子可见了鬼了我可记着呢！,69
12639,第5集,1553642307,我姐，老铁,15
12640,第5集,2315118339,哈哈哈哈,1
12641,第5集,1466818577336714,这嘴唇不错,0
12642,第5集,2257042733,好家伙 色子都有,3
12643,第5集,1486734407762177,名场面要来了,173
12644,第5集,2180302404,其实这丈母娘是我情人,5
12645,第5集,1706215902,各位可否与我共推牌九,147
12646,第5集,2280211183,大的要来了,10
12647,第5集,1511281849,又快出事儿了。,7
12648,第5集,1559429782708480,肯定是他造的呀,0
12649,第5集,1371386580,宝宝推荐的就是好看,7
12650,第5集,1289947723,这场景！按剧情应该是有人来刺杀了！,10
12651,第5集,1494834984533824,一会我就要被包围了,12
12652,第5集,1269314982,我喜欢丈母娘了,0
12653,第5集,373066869768473,这灯也太多了…,4
12654,第5集,2178259134,丈母娘看女婿越看越顺眼,11
12655,第5集,2346321430,好大儿,74
12656,第5集,1437907690,前方高能！！！！,5
12657,第5集,1371102176,毕竟是小说，有什么不稀奇,3
12658,第5集,1509115847,太可爱了这一家人,4
12659,第5集,1379721265,小心啊,139
12660,第5集,891669004157848,得了，又被揍呀,14
12661,第5集,2511488881,又想敲我脑瓜子嘛,12
12662,第5集,1732943695,男孩子一个人晚上走夜路要保护好自己啊,582
12663,第5集,975766577742477,又是计划好的,11
12664,第5集,1164989260,要是开个饭馆，应该就更好了,5
12665,第5集,1312749309,大小姐走夜路要小心呐！,17
12666,第5集,1152171561,正所谓人不能太顺,1221
12667,第5集,1653603241,贵客光临！,4
12668,第5集,2278718872,高能预警,50
12669,第5集,1396620023,五竹该出场了吧？,176
12670,第5集,1475181214,跟得好明显,15
12671,第5集,1515765534563136,男孩子在外面要注意安全,103
12672,第5集,2012504593,打什么，又打不过大林子。,70
12673,第5集,1505794811,岳母娘神助攻???,16
12674,第5集,1506736104014464,怎么谁都想敲他,27
12675,第5集,1569847281,又拿棍子，换个双截棍啥的不行吗,20
12676,第5集,1715772718,血手人屠了吗？,151
12677,第5集,1481776470,郭麒麟以实力证明了他能扛起大男主剧！,1
12678,第5集,1368919073,这老妈子太有韵味了,358
12679,第5集,311774297465500,宁毅第六感确实不错,5
12680,第5集,2328258054,男孩子一个人在外面一定要保护好自己,5
12681,第5集,1479489931,是因为我的风流倜傥，英俊潇洒吗,11
12682,第5集,2469334460,姓乌的吧,432
12683,第5集,1678990010,这孩子又遇害了,7
12684,第5集,1213032623,蒙面拿棍子 官府不管。你要是拿刀试试,10
12685,第5集,1198242973,热度好高的一部剧,0
12686,第5集,1683635142,感觉是那个乌启蒙搞的鬼,193
12687,第5集,1266353763794785,你过来呀,40
12688,第5集,1361856657,请问这是忍者吗？,9
12689,第5集,1415267677,还是有庆余年那味啊,7
12690,第5集,1444346233,碎嘴子真好,1
12691,第5集,1332573578,像极了ss,6
12692,第5集,1726409853,好像看到了壮壮,4
12693,第5集,1252136846,太有才了，手下全蒙面，老大露脸,95
12694,第5集,1464320941,红提要上线了吗？,0
12695,第5集,1837324443,贵客光临,2
12696,第5集,1454684127,本色出演,895
12697,第5集,1169980065,所以这些人蒙面的意义何在,118
12698,第5集,2255065383,苏檀儿：小心啊,2
12699,第5集,1168531308,好家伙 明明是10个,311
12700,第5集,1753789730,又是这个卖皮毛的搞事情啊,92
12701,第5集,1772691686,好家伙，儿子来了,145
12702,第5集,1437467441901430,老乌贼！看剑！！,162
12703,第5集,985311840572635,好儿子，连你亲爹都打,159
12704,第5集,1588633768,为什么不拿刀,0
12705,第5集,1145936168,贵客光临这不我大儿子嘛,17
12706,第5集,1520108905,那就开打吧,0
12707,第5集,1518393786148480,这不我好大儿吗,6
12708,第5集,2408017164,好家伙一打九,1
12709,第5集,2341665341,这棒球棒演的好,0
12710,第5集,1414188848,蒙面的意义在哪呢,405
12711,第5集,1568467115,姓乌的一脸欠揍样,0
12712,第5集,1375342384,好家伙，这好像棒球棒,79
12713,第5集,1465694805820069,我他这身子跟明世隐一样,2
12714,第5集,1381113612219173,蒙面有什么意义吗？？？,337
12715,第5集,2222538505,这个娘们一看就不是好人呢,462
12716,第5集,1501284213464898,好家伙，我听成叫爹了,81
12717,第5集,1790334613,男孩子在外面一定要保护好自己,9
12718,第5集,1220276731,这人长得像刘恺威阿,1
12719,第5集,363571938601230,你自己没商业头脑还怨上人家了？,89
12720,第5集,2179738325,蒙面的意义是不想让太多的龙套上镜,2
12721,第5集,1603297857,吴启蒙演现代片很帅的,2
12722,第5集,2491222926,笑死了这姓乌的真逗,252
12723,第5集,1839403174,画个停车位管你毛事了？,118
12724,第5集,1748405664,儿子，爸爸觉得你需要冷静,58
12725,第5集,1380474950,好家伙，这苏宁易购可以啊,61
12726,第5集,1234773639,快给老郭打电话,586
12727,第5集,2358144731,我要打十个,2
12728,第5集,1714781103,我要打十个,14
12729,第5集,1462319028840511,你还真把自己当回事了？你觉得我会把你放在眼里吗？,20
12730,第5集,1521770364,这不是那个喜欢貂的那个？,17
12731,第5集,1573976922,大哥都露脸了小弟还蒙着面有啥用,178
12732,第5集,1508074149,叛逆的大儿呀,140
12733,第5集,1458533390,爸爸的好大儿你如此大胆！！！敢打你爸爸！,47
12734,第5集,2297715824,这人的微笑唇无法直视,187
12735,第5集,1215584256,这个魔君，咋年纪轻轻总不学好,8
12736,第5集,376172231797021,风来了，乌家要破产了,0
12737,第5集,1465773149,声音真不错,4
12738,第5集,984784532818562,孝死我了，儿子打爸爸,319
12739,第5集,1712230494,山本洋介太帅了，恨不起来呀,5
12740,第5集,828938993536848,好长的脸,5
12741,第5集,1728965246,大大大大哒哒哒哒哒哒,4
12742,第5集,448563771345145,小聂魔君我劝你善良,9
12743,第5集,1098385653,找到对手了就好办了,2
12744,第5集,1590087537,蒙面主要是为了搞气氛,102
12745,第5集,1567050978,我以为他叫的爷爷,4
12746,第5集,2098889118,你的社交技能快点使出来啊,1
12747,第5集,2478378560,我说呢，这是虞夫人啊,10
12748,第5集,1811729753,我觉得乌启豪还挺帅的,0
12749,第5集,1379253602,笑死我了，其他人蒙面，,0
12750,第5集,1181020347,我太喜欢老鸨了,11
12751,第5集,38737027,檀儿：不是我娶的宁毅吗,128
12752,第5集,1822142078,这狼直接跳了啊,3
12753,第5集,551007331403782,好家伙，儿子打爸爸??,15
12754,第5集,1384641223197956,杨妈妈好看的呀,4
12755,第5集,1004778256,我记得乌奇豪好像被打废了,7
12756,第5集,1500139671791360,我真想呼死那个姓乌的   大过年的晦气,25
12757,第5集,818758209767451,雇佣兵，蒙面黑衣是工作制服,14
12758,第5集,1625116490,乌家要破产啦,19
12759,第5集,2374116236,虞夫人么,297
12760,第5集,1066874712368401,是虞夫人吗？看着眼熟,311
12761,第5集,1259491554,杨经理在谈大单,0
12762,第5集,1183822041330466,真的不耐烦了事一摊,2
12763,第5集,1674586496,污尘厚??????,1
12764,第5集,2373608708,还真是你儿子 长得挺像,7
12765,第5集,2006118564,这是倚天屠龙记,2
12766,第5集,1462466943,魏庆林??,0
12767,第5集,1417521134,这杨妈妈真好看,2
12768,第5集,1481339545,端的就是一个逆子,155
12769,第5集,2037581909,老鸨比花魁漂亮,3
12770,第5集,2227933566,这妈妈我喜欢,2
12771,第5集,1749778384,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,67
12772,第5集,769803635655956,宋远桥咋生不出好儿子啊,14
12773,第5集,1813647666,龙游天下的人呐,6
12774,第5集,1177269459,我看上宁毅丈母娘了,3
12775,第5集,1453150473,我喜欢杨妈妈,1
12776,第5集,1520716658777920,乌少爷一表人才，绝顶聪明，端的就是一个......逆子,85
12777,第5集,1746685098,武当七侠之首啊,0
12778,第5集,1739131070,哈哈哈哈哈,6
12779,第5集,2020861177,这个妈妈好漂亮,9
12780,第5集,1424651720,这不是虞夫人吗,13
12781,第5集,2429269571,杨妈妈就很棒很会划重点哈哈哈,17
12782,第5集,1597453250,哈哈哈哈哈哈笑死,160
12783,第5集,2323953584,哈哈,1
12784,第5集,1416909104,一脸懵逼,1851
12785,第5集,1445620716,妈咪漂亮,5
12786,第5集,1313100917,杨妈妈真漂亮,6
12787,第5集,1329492053,好家伙！这造句,18
12788,第5集,344704382149397,好多梗啊哈哈哈,17
12789,第5集,2257035249,整的我都不自信了,10
12790,第5集,1819276205,虞夫人好久不见啊,9
12791,第5集,1505290713,这妈妈太可爱了,10
12792,第5集,1734122143,妈妈一脸问号,18
12793,第5集,1520716658777920,心疼我家大林子,12
12794,第5集,1336385022,妈妈比花魁好看，绝了,74
12795,第5集,1619581759,火啥门这么多人打不过一个,21
12796,第5集,1413793427,就这样还是个什么门,66
12797,第5集,1054721746,西游记里的大鹏,13
12798,第5集,2088065673,老爷看起来不错,2
12799,第5集,1410765016,他咋到哪都被打,15
12800,第5集,2411284937,虞夫人好美,13
12801,第5集,1728832572,快去德云社喊人,46
12802,第5集,1592432010,这杀的也太不认真了,28
12803,第5集,1294520058652716,六个打一个还这么磨蹭,10
12804,第5集,2490842866,这么多人打不死一个,15
12805,第5集,1663378437,好家伙，还是个黑帮,48
12806,第5集,2191414272,杨妈妈也好看,0
12807,第5集,1085831422940393,卒，但你有主角光环,115
12808,第5集,1802712488,快！把德云七队的都叫出来！,279
12809,第5集,58375039,这打戏也太敷衍了啊,157
12810,第5集,1460246718,刘西瓜??还不来吗,8
12811,第5集,1529919062421313,心疼大林子,10
12812,第5集,1409396619,跟小孩子打架一样,1
12813,第5集,1453199628,刚才藏好了别出来多好,292
12814,第5集,1283536400,乌少爷，你不戴面具，找的人戴面具干啥,188
12815,第5集,1410064327,心疼大林子,50
12816,第5集,1662235633,可能是拿不到刀呗,37
12817,第5集,1685350445,完了，挨了黑打了,19
12818,第5集,1452544790379769,拿棍子能慢慢折磨啊,9
12819,第5集,1556378275554048,用刀就剧终了,3
12820,第5集,1686140058,他现在也没肌肉了啊,14
12821,第5集,1839297550,给导演寄刀片,56
12822,第5集,1415130754,该我出场了吧,1
12823,第5集,1745537772,没事，我有主角光环,2
12824,第5集,1739775311,长得那么帅，请善良点。,3
12825,第5集,564543558255474,他不是会打吗,2
12826,第5集,1454904134,反派死在话多,16
12827,第5集,1517814848,我觉得他爹是好的,26
12828,第5集,1268462672,读了16年我能怕诗会,6
12829,第5集,2494998389,这货，脖子有点长呀！,12
12830,第5集,1451129775,这乌真不是个东西,7
12831,第5集,1411501923,这爹是哑巴新娘里的坏人,5
12832,第5集,289444393386086,这打半天脸不红血都不流,2
12833,第5集,929571453020266,管儿子来了,1105
12834,第5集,1787198139,别打啦心疼死了,4
12835,第5集,1366794438,给我等着有一天你要破产给我,4
12836,第5集,1405895203,这也太巧了,2
12837,第5集,2435248592,男主光环不是盖的,242
12838,第5集,1764259763,抱架啊，别掉手啊,1
12839,第5集,1065895224985656,唉，乖儿子，怎么了,9
12840,第5集,1356165450,德云社一人一巴掌嫩死你,448
12841,第5集,1824130546,叫谁爹呢，不是我吗？,123
12842,第5集,1421085715,爹长得好像刘德华,52
12843,第5集,1458549103,我心疼了呜呜呜,13
12844,第5集,1568909349,乌公子嘴唇好性感,14
12845,第5集,1736087490,你别说这父子俩还长的挺像,111
12846,第5集,2338364641,叫谁爹呢,1435
12847,第5集,1359311570,论黑衣人蒙面的意义,224
12848,第5集,1590279693,爹的台词功底好强??,355
12849,第5集,1690075949,这爹是飞过来的吧,204
12850,第5集,1593614115,中国大孝子,1687
12851,第5集,2290447765,乌爹和儿子长得很像啊,8
12852,第5集,2200815573,宋大侠的儿子没一个是好的,86
12853,第5集,1445938861,喜欢戴向宇的演技,10
12854,第5集,1407802044,爹还是不错的,166
12855,第5集,1648506826,情敌的爹救了我？,527
12856,第5集,1371365479298742,直接用刀它香不香,0
12857,第5集,1317258712,俩爹相遇那个笑死我了,27
12858,第5集,1738900660,这不巧了吗,12
12859,第5集,1361721734,难道是他爹的私生子,10
12860,第5集,376062643013618,爹是好爹，娃不是好娃,211
12861,第5集,1477175041,也没看出乌帅呀,122
12862,第5集,923537560840224,他的脸好长，像一匹马,99
12863,第5集,2266829317,诗会？你知道我哥是谁吗？,631
12864,第5集,2479673218,好家伙，不会又是背诗之王叭,71
12865,第5集,1633770489,姑爷也请个保镖吧,419
12866,第5集,1487743228,为啥没有乌漆豪的头像,18
12867,第5集,2510229993,还是这兄弟好啊,5
12868,第5集,2320039443,范思辙:诗会这个东西我哥范闲熟啊,1396
12869,第5集,1387401627,前有范闲后有宁毅,4241
12870,第5集,1095097781327513,我九年义务教育还怕你？,330
12871,第5集,344649755538568,唐诗三百首不是白背的,487
12872,第5集,897665885807993,想到了范闲背诗的样子,892
12873,第5集,1687397204,笑不出来的是你,253
12874,第5集,375076209828609,说话一点感情都没有,0
12875,第5集,1506553433696000,乌氏早晚被他败光,175
12876,第5集,1328559520,我闲闲附体,1315
12877,第5集,2235631743,大聪明哪去了,5
12878,第5集,1611091619,绝句又要出现了,3974
12879,第5集,1241509694,你们不知道我哥是范闲嘛,1238
12880,第5集,1807042225,我要继承我哥的才华了,551
12881,第5集,2385036140,范闲：这段我熟,240
12882,第5集,1760869008,你以为我九年义务教育白上了,317
12883,第5集,544794728214353,要走范县的路了,41
12884,第5集,269684551,宁毅没有范闲那么嘚瑟,526
12885,第5集,1491764069,我可是范闲的弟弟！,226
12886,第5集,1153058532871764,又是诗会，你说气人不,1198
12887,第5集,1241088409,莫使金樽空对月天生我材必有用？？？？？,76
12888,第5集,1066781464601898,范闲：背诗？我熟啊,381
12889,第5集,2324848997,跟他哥一样背诗,1161
12890,第5集,2393553820,我该出场了？,14
12891,第5集,1280526568,看来你们把我给忘了,0
12892,第5集,2452153047,范闲:天生我财必有用,569
12893,第5集,2110608797,长得不像好人,17
12894,第5集,1466473195,不会要开始背诗了吧,16
12895,第5集,353846656250688,哇哦，好神奇呀,3
12896,第5集,1490772383,这个演员选的好,6
